board,company,title,location,url,source,ats,id,pay,benchmark
lever,Binance,"Java Backend Engineer, Global Travel Rule (GTR)","Asia, Taiwan, Taipei, Hong Kong, Australia, Brisbane, Australia, Melbourne, Australia, Sydney, Vietnam, Ho Chi Minh, Tha",https://jobs.lever.co/binance/913620d8-db8a-45d3-9969-4929e3e3b558,lever:binance,sqlite,913620d8-db8a-45d3-9969-4929e3e3b558,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,Java Platform Performance Engineer (Performance Optimization) Fully Remote,"Asia, Hong Kong, Taiwan, Taipei, Australia, Brisbane, Australia, Melbourne, Australia, Sydney, New Zealand, Auckland, Ne",https://jobs.lever.co/binance/7cab4858-ede6-4e29-a62f-a0abf5ca3b50,lever:binance,sqlite,7cab4858-ede6-4e29-a62f-a0abf5ca3b50,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,"Junior Backend Engineer, Java - Web 3 Wallet","Taiwan, Taipei, Japan, Tokyo, UAE, Dubai, Australia, Brisbane, Australia, Melbourne, Australia, Sydney",https://jobs.lever.co/binance/b47da2b5-fbd0-4b17-b0db-2b5b33e92ed0,lever:binance,sqlite,b47da2b5-fbd0-4b17-b0db-2b5b33e92ed0,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,Junior Software Engineer（AI&LLM),"Asia, Hong Kong, Taiwan, Taipei",https://jobs.lever.co/binance/88fe7933-859b-47e7-a1a0-29c5e14de573,lever:binance,sqlite,88fe7933-859b-47e7-a1a0-29c5e14de573,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,LLM Applied Data Scientist (RAG/ NLP),"Taiwan, Taipei, Hong Kong, Australia, Brisbane",https://jobs.lever.co/binance/834478e8-854c-40d0-8093-7bc0a5e080d5,lever:binance,sqlite,834478e8-854c-40d0-8093-7bc0a5e080d5,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)"
lever,Binance,LLM Data Scientist/Algorithm Engineer (Top Talent Program),"Asia, New Zealand, Auckland, New Zealand, Wellington, Australia, Brisbane, Australia, Melbourne, Australia, Sydney, Taiw",https://jobs.lever.co/binance/80a64970-528f-4d90-aada-84284bd6f1f3,lever:binance,sqlite,80a64970-528f-4d90-aada-84284bd6f1f3,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)"
lever,Binance,"Pioneer Talent Program - AI Engineer, Dev Tools","Asia, Hong Kong, Taiwan, Taipei",https://jobs.lever.co/binance/99631399-d024-47b5-ade5-8bd1e947f782,lever:binance,sqlite,99631399-d024-47b5-ade5-8bd1e947f782,not stated,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)"
lever,Binance,Pioneer Talent Program - Applied AI Agent/AI Productivity Engineer (Top Talent Program),"Asia, Taiwan, Taipei, Hong Kong, Australia, Brisbane, Australia, Melbourne, Australia, Sydney, New Zealand, Auckland, Ne",https://jobs.lever.co/binance/f6e78b0c-f9a5-459b-ac09-d8951f9a47ba,lever:binance,sqlite,f6e78b0c-f9a5-459b-ac09-d8951f9a47ba,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,"Pioneer Talent Program - Full Stack AI Engineer, Backend Oriented (Top Talent Program)","Asia, Taiwan, Taipei, Australia, Brisbane, Australia, Melbourne, Australia, Sydney, Hong Kong, Japan, Tokyo, New Zealand",https://jobs.lever.co/binance/58cacd4c-78f1-423b-b6e4-9bab15e01ba1,lever:binance,sqlite,58cacd4c-78f1-423b-b6e4-9bab15e01ba1,not stated,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)"
lever,Binance,"Pioneer Talent Program - Full Stack AI Engineer, Fronted Oriented (Top Talent Program)","Asia, Taiwan, Taipei, Australia, Brisbane, Australia, Melbourne, Australia, Sydney, Hong Kong, Kuala Lumpur",https://jobs.lever.co/binance/ab26c3f8-3728-4750-a07b-88adb962e3bc,lever:binance,sqlite,ab26c3f8-3728-4750-a07b-88adb962e3bc,not stated,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)"
lever,Binance,Pioneer Talent Program - Full Stack Engineer (AI),"Asia, Taiwan, Taipei",https://jobs.lever.co/binance/611e1c39-49b4-4cc1-bd07-faf200a92022,lever:binance,sqlite,611e1c39-49b4-4cc1-bd07-faf200a92022,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,Pioneer Talent Program - Full Stack Engineer (Back-end Oriented),"Asia, Hong Kong, Taiwan, Taipei, Kuala Lumpur, Thailand, Bangkok, UAE, Dubai",https://jobs.lever.co/binance/fdee019b-d17e-4655-99c4-b8d31d8e61c5,lever:binance,sqlite,fdee019b-d17e-4655-99c4-b8d31d8e61c5,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,Pioneer Talent Program - Full Stack Engineer (Front-end Oriented),"Asia, Hong Kong, Taiwan, Taipei, Kuala Lumpur, Thailand, Bangkok, UAE, Dubai",https://jobs.lever.co/binance/990a9661-c72f-4d91-a69d-c0ada1de40b0,lever:binance,sqlite,990a9661-c72f-4d91-a69d-c0ada1de40b0,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
lever,Binance,"Pioneer Talent Program - Product Manager, Quant Trading","Asia, Hong Kong, Taiwan, Taipei",https://jobs.lever.co/binance/0b68eaf4-cc50-4988-b0f7-51679c4a9e92,lever:binance,sqlite,0b68eaf4-cc50-4988-b0f7-51679c4a9e92,not stated,"market: ~NT$110,000/month entry (NT$1.33M/yr), higher with bonus"
lever,Binance,Pioneer Talent Program - Research Data Scientist,"Asia, Taiwan, Taipei, Hong Kong",https://jobs.lever.co/binance/efa6ff12-8332-4e08-b587-e88f7ea68177,lever:binance,sqlite,efa6ff12-8332-4e08-b587-e88f7ea68177,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)"
lever,Binance,"QA Engineer - Automation Backend Testing, Coding (Fully Remote)","Asia, Taiwan, Taipei, Hong Kong, Australia, Brisbane, Australia, Melbourne, Australia, Sydney, New Zealand, Auckland, Ne",https://jobs.lever.co/binance/eee16b8f-9b9d-473d-8d0f-cde36cdf83cd,lever:binance,sqlite,eee16b8f-9b9d-473d-8d0f-cde36cdf83cd,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
