company,title,location,url,source,ats,id,pay,benchmark,family,timing,score,cv_variant
慧景科技thingnario,[RD] 網站可靠性工程師 Site Reliability Engineer (hybrid),臺北市,https://www.yourator.co/companies/thingnario/jobs/40179,yourator,sqlite,40179,"NT$ 1,500,000 - 2,000,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
慧景科技thingnario,[RD] 資深IoT軟韌體工程師 IoT Firmware Engineer （hybrid）,臺北市,https://www.yourator.co/companies/thingnario/jobs/40186,yourator,sqlite,40186,"NT$ 1,500,000 - 2,000,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
慧景科技thingnario,[RD] 資深全端工程師 Senior Full Stack Engineer ( hybrid ),臺北市,https://www.yourator.co/companies/thingnario/jobs/40190,yourator,sqlite,40190,"NT$ 1,500,000 - 2,000,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
慧榮科技股份有限公司,AI軟體研發工程師-竹北,"竹北市, 新竹縣, 台灣",https://www.cake.me/companies/d8b/jobs/4fd2bc6e-cb29-4101-b83f-45d0503a15cd-ai-software-development-engineer-e46bf510b63e82b7b046c7b3a92fb0,cake,sqlite,4fd2bc6e-cb29-4101-b83f-45d0503a15cd-ai-software-development-engineer-e46bf510b63e82b7b046c7b3a92fb0,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
承暉展創股份有限公司,MIS 資訊系統工程師（MIS / IT Infrastructure Engineer）,新北市,https://www.yourator.co/companies/ede1cf74/jobs/47754,yourator,sqlite,47754,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
承暉展創股份有限公司,QA Engineer／軟體測試工程師,新北市,https://www.yourator.co/companies/ede1cf74/jobs/47757,yourator,sqlite,47757,面議（經常性薪資達4萬元）,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
捷德運動股份有限公司,(實習)前端工程師(Vue.js)-中壢,桃園市中壢區1年以上專科時薪200元以上 公司介紹 捷德運動從高爾夫球市場出發,https://www.104.com.tw/job/83erv,104,sqlite,83erv,時薪200元以上,market: no benchmark for this role family,software,now_intern,70,zh
捷德運動股份有限公司,(實習)後端工程師(Node.js)-中壢,桃園市中壢區1年以上專科時薪210元以上 公司介紹 捷德運動從高爾夫球市場出發,https://www.104.com.tw/job/83es1,104,sqlite,83es1,時薪210元以上,market: no benchmark for this role family,software,now_intern,70,zh
摩維科技-Moway Technology,Golang 工程師 (台中),臺中市,https://www.yourator.co/companies/mowaytech/jobs/46504,yourator,sqlite,46504,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
摩維科技-Moway Technology,SRE工程師(台中),臺中市,https://www.yourator.co/companies/mowaytech/jobs/46506,yourator,sqlite,46506,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
摩維科技-Moway Technology,【Gopher 潛力星募集】Golang 工程師 (新鮮人 / 轉職可) (台中),臺中市,https://www.yourator.co/companies/mowaytech/jobs/47679,yourator,sqlite,47679,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
摩維科技-Moway Technology,自動化測試工程師-無經驗可(台中),臺中市,https://www.yourator.co/companies/mowaytech/jobs/46503,yourator,sqlite,46503,"NT$ 35,000 - 60,000 (月薪)",market: no benchmark for this role family,software,ft,20,zh
數字廣告股份有限公司,PHP後端工程師｜Laravel／Backend Engineer,新北市,https://www.yourator.co/companies/digitm/jobs/46677,yourator,sqlite,46677,"NT$ 55,000 - 60,000 (月薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
數聚國際股份有限公司,【AI MarTech】客戶成功經理 CSM ( WFH｜彈性工時）,"松山區, 台北市, 台灣",https://www.cake.me/companies/justar.ai/jobs/ai-martech-customer-success-manager-csm-wfh-flexible-working-hours,cake,sqlite,ai-martech-customer-success-manager-csm-wfh-flexible-working-hours,Monthly Salary TWD 40000~55000,market: no benchmark for this role family,other,later_senior,20,en
數聯資安股份有限公司,平台研發工程師,"內湖區, 台北市, 台灣",https://www.cake.me/companies/issdu/jobs/platform-r-amp-d-engineer,cake,sqlite,platform-r-amp-d-engineer,Monthly Salary TWD 40000~80000,market: no benchmark for this role family,software,ft,20,zh
數邁科技股份有限公司,AI 應用工程師 【Python/Node.js】,"松山區, 台北市, 台灣",https://www.cake.me/companies/8a5/jobs/ai-software-eng,cake,sqlite,ai-software-eng,Annual Salary TWD 1200000~1800000,market: no benchmark for this role family,software,ft,20,zh
新代科技股份有限公司 Syntec Ltd.,52 AI應用工程師,"新竹市, 新竹市, 台灣",https://www.cake.me/companies/syntec/jobs/9f689c6c-4c4a-4b53-a783-943d7181cca6-52-ai-application-engineers-e095ad13adc82bf39d9d567b2ececb,cake,sqlite,9f689c6c-4c4a-4b53-a783-943d7181cca6-52-ai-application-engineers-e095ad13adc82bf39d9d567b2ececb,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
新代科技股份有限公司 Syntec Ltd.,52 LLM工程師,"新竹市, 新竹市, 台灣",https://www.cake.me/companies/syntec/jobs/431a19e5-19e9-42dc-afe2-b976cc2633ed-52-llm-engineers-8b092816e51f09c37cbb543c063a93,cake,cake,431a19e5-19e9-42dc-afe2-b976cc2633ed-52-llm-engineers-8b092816e51f09c37cbb543c063a93,Monthly Salary TWD 0~0,market: no benchmark for this role family,ml_research,ft,85,ai
新代科技股份有限公司 Syntec Ltd.,54 機器人光機電軟體整合工程師,"新竹市, 新竹市, 台灣",https://www.cake.me/companies/syntec/jobs/af899ff1-3311-4f23-92f9-0c4b78a76a87-54-robotics-opto-mechatronics-13e56eef0901a1f462cbac2c20a605,cake,sqlite,af899ff1-3311-4f23-92f9-0c4b78a76a87-54-robotics-opto-mechatronics-13e56eef0901a1f462cbac2c20a605,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
新代科技股份有限公司 Syntec Ltd.,54 機器人應用工程師,"南屯區, 台中市, 台灣",https://www.cake.me/companies/syntec/jobs/a9fbbee8-21a1-40d6-896a-1e9a8d452a6b-54-robotics-application-engineer-807035f391464e77dd80a365050fff,cake,sqlite,a9fbbee8-21a1-40d6-896a-1e9a8d452a6b-54-robotics-application-engineer-807035f391464e77dd80a365050fff,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
新加坡商田中系統雲端有限公司台北分公司,雲端 AI 應用工程師,"信義區, 台北市, 台灣",https://www.cake.me/companies/tscloud/jobs/336aea21-b43d-4c21-81b2-bac0fb7b811e-cloud-ai-application-engineer-726a863fa96240dd5a96e1bdf02803,cake,cake,336aea21-b43d-4c21-81b2-bac0fb7b811e-cloud-ai-application-engineer-726a863fa96240dd5a96e1bdf02803,Annual Salary TWD 715000~1088000,market: no benchmark for this role family,software,ft,20,zh
新加坡商穆連恩國際貿易有限公司台灣辦事處,銷售工程師 / 業務開發專員,"新北市, 台灣",https://www.cake.me/companies/mlioncorp/jobs/sales-engineer-business-development-specialist,cake,sqlite,sales-engineer-business-development-specialist,Monthly Salary TWD 50000.0~80000.0,market: no benchmark for this role family,software,ft,20,zh
新加坡商鈦坦科技,Senior Software Engineer / Programmer 資深軟體工程師(台中市政府旁),臺中市,https://www.yourator.co/companies/TITANSOFT/jobs/7244,yourator,sqlite,7244,"NT$ 95,000 - (月薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
新加坡商鈦坦科技,Software Engineer / Programmer 軟體工程師(台中市政府旁),臺中市,https://www.yourator.co/companies/TITANSOFT/jobs/7245,yourator,sqlite,7245,"NT$ 58,000 - 77,000 (月薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
新加坡商鈦坦科技,Software Engineer / Programmer 軟體工程師(台北),臺北市,https://www.yourator.co/companies/TITANSOFT/jobs/31034,yourator,sqlite,31034,"NT$ 59,000 - 86,000 (月薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
新應材股份有限公司,【桃園渴望園區】研發製程整合工程師/高級工程師/資深工程師 (需出差),"龍潭區, 桃園市, 台灣",https://www.cake.me/companies/526/jobs/01ebfa8c-95f0-4a2e-ba0c-8ed1d38a2f72-taoyuan-hope-park-r-amp-d-proc-76eb5ff491b0f66a7e68201f79b1a7,cake,cake,01ebfa8c-95f0-4a2e-ba0c-8ed1d38a2f72-taoyuan-hope-park-r-amp-d-proc-76eb5ff491b0f66a7e68201f79b1a7,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,later_senior,20,zh
新應材股份有限公司,【桃園渴望園區】高級資訊工程師（系統整合 / AI應用）,"龍潭區, 桃園市, 台灣",https://www.cake.me/companies/526/jobs/76398219-a7e6-4679-9518-d0a6001a03f9-taoyuan-hope-park-senior-infor-efc005ec14e8e0b85c9d0e1a02d1b1,cake,sqlite,76398219-a7e6-4679-9518-d0a6001a03f9-taoyuan-hope-park-senior-infor-efc005ec14e8e0b85c9d0e1a02d1b1,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
旭暉信達商號,AI 內容策略師 / 提示工程師,臺北市,https://www.yourator.co/companies/radiantmkgt/jobs/48123,yourator,sqlite,48123,"NT$ 32,000 - 60,000 (月薪)",market: no benchmark for this role family,software,ft,20,zh
晧飛思科技股份有限公司,"AI售前銷售工程師（Agatha, 企業AI代理人平台與解決方案）","南港區, 台北市, 台灣",https://www.cake.me/companies/jh-88b74b/jobs/ai-pre-sales-engineer-agatha-enterprise-ai-agent-platform-and-solutions,cake,cake,ai-pre-sales-engineer-agatha-enterprise-ai-agent-platform-and-solutions,Monthly Salary TWD 50000~100000,market: no benchmark for this role family,software,ft,20,zh
晶兆成科技,系統資訊工程師,"湖口鄉, 新竹縣, 台灣",https://www.cake.me/companies/49c/jobs/bb5e7c7d-6dc9-4ab2-9580-b2f68c13aed0-system-information-engineer-004bd3f17e7b30528c8aa04a6d0af4,cake,sqlite,bb5e7c7d-6dc9-4ab2-9580-b2f68c13aed0-system-information-engineer-004bd3f17e7b30528c8aa04a6d0af4,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
智安數據科技股份有限公司,QA工程師,臺北市,https://www.yourator.co/companies/dataisec/jobs/47288,yourator,sqlite,47288,"NT$ 33,000 - 40,000 (月薪)",market: no benchmark for this role family,software,ft,20,zh
智安數據科技股份有限公司,售前工程師,臺北市,https://www.yourator.co/companies/dataisec/jobs/47287,yourator,sqlite,47287,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
智安數據科技股份有限公司,系統工程師,臺北市,https://www.yourator.co/companies/dataisec/jobs/47350,yourator,sqlite,47350,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
智易科技,工業設計工程師,"東區, 新竹市, 台灣",https://www.cake.me/companies/arcadyan-zh-hant/jobs/2b26fc0f-5475-4483-a217-bdb6243d57f4-industrial-design-engineer-9b5f2fb24c3a427847cb468e5a8f4e,cake,sqlite,2b26fc0f-5475-4483-a217-bdb6243d57f4-industrial-design-engineer-9b5f2fb24c3a427847cb468e5a8f4e,not stated,market: no benchmark for this role family,software,ft,10,zh
智林國際股份有限公司,AI Platform Engineer（AI 工程師｜AI系統營運）,臺北市,https://www.yourator.co/companies/linkst/jobs/46716,yourator,sqlite,46716,"NT$ 36,000 - 40,000 (月薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
曜嶼科技有限公司,前端工程師 (React & TypeScript),"內湖區, 台北市, 台灣",https://www.cake.me/companies/412/jobs/front-end-engineer-react-amp-typescript,cake,sqlite,front-end-engineer-react-amp-typescript,Monthly Salary TWD 70000~120000,market: no benchmark for this role family,software,ft,20,zh
未來巢科技股份有限公司,AI 產品企劃實習生 AI Product Intern,"信義區, 台北市, 台灣",https://www.cake.me/companies/f11/jobs/ai-product-planning-intern,cake,sqlite,ai-product-planning-intern,Hourly Wage TWD 200,market: interns typically NT$200-250/hour or a fixed monthly stipend,other,now_intern,70,zh
杜浦數位安全股份有限公司,【Threat Intelligence Engineering ｜ Network Discovery】後端工程師 Backend Engineer,"松山區, 台北市, 台灣",https://www.cake.me/companies/teamt5-org-tw/jobs/b069aa,cake,sqlite,b069aa,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,10,en
東南旅遊,前端工程師 Frontend Engineer【資訊本部】,"中山區, 台北市, 台灣",https://www.cake.me/companies/settour-b869cc/jobs/2f9838e2-b243-4403-aab9-09df9208a1bf-frontend-engineer-information-d-0fc2ad4126c8cf3ff43a0c94d9fd0f,cake,sqlite,2f9838e2-b243-4403-aab9-09df9208a1bf-frontend-engineer-information-d-0fc2ad4126c8cf3ff43a0c94d9fd0f,Monthly Salary TWD 45000~50000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
東南旅遊,產品經理 (DATA/AI)【數位數據發展本部】,"中山區, 台北市, 台灣",https://www.cake.me/companies/settour-b869cc/jobs/58ffa6af-e694-4aaf-9990-fda83b333e85-product-manager-data-ai-digit-5f78b187b641d35a4d25d9232e12a5,cake,cake,58ffa6af-e694-4aaf-9990-fda83b333e85-product-manager-data-ai-digit-5f78b187b641d35a4d25d9232e12a5,Monthly Salary TWD 60000,market: no benchmark for this role family,other,later_senior,20,zh
東南旅遊,資深數據分析師【數位數據發展本部】,"中山區, 台北市, 台灣",https://www.cake.me/companies/settour-b869cc/jobs/a616d012-4c28-4806-aaf4-02498f4e65c8-senior-data-analyst-digital-dat-fec652a1356cea4f2592155b16e95c,cake,cake,a616d012-4c28-4806-aaf4-02498f4e65c8-senior-data-analyst-digital-dat-fec652a1356cea4f2592155b16e95c,Monthly Salary TWD 55000,market: no benchmark for this role family,analyst,later_senior,20,zh
東駒股份有限公司,設備專案工程師(桃園機場) - (公司提供培訓，並補助個人學習課程),桃園市大園區1年以上高中月薪45,https://www.104.com.tw/job/87g27,104,sqlite,87g27,"月薪45,000~55,000元",market: no benchmark for this role family,software,ft,20,zh
極風雲創股份有限公司,【研發處】AI應用工程師,"信義區, 台北市, 台灣",https://www.cake.me/companies/twister5/jobs/ai-application-engineer-r-amp-d-department,cake,sqlite,ai-application-engineer-r-amp-d-department,Monthly Salary TWD 45000~75000,market: no benchmark for this role family,software,ft,20,zh
樂天國際商業銀行,ACH/eACH Java系統工程師_資訊部,"北投區, 台北市, 台灣",https://www.cake.me/companies/rakuten-bank/jobs/ACHeACH-Java-Developer,cake,sqlite,ACHeACH-Java-Developer,Monthly Salary TWD 40000~100000,market: no benchmark for this role family,software,ft,20,en
樂播科技 Jambo Live,(台北) 全端工程師,臺北市,https://www.yourator.co/companies/jambolive/jobs/46912,yourator,sqlite,46912,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
樂播科技 Jambo Live,(台北) 自動化測試工程師,臺北市,https://www.yourator.co/companies/jambolive/jobs/46553,yourator,sqlite,46553,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
永悅健康股份有限公司,軟體工程師Software Engineer,"新店區, 新北市, 台灣",https://www.cake.me/companies/h2u/jobs/software-engineer-e62,cake,sqlite,software-engineer-e62,Monthly Salary TWD 50000~80000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
永豐商業銀行股份有限公司,2026 Turing Plan 儲備AI後端工程師 - 百萬年薪 熱烈開放申請中！,"台北市, 台灣, 台南市, 台灣",https://www.cake.me/companies/bank-sinopac/jobs/b7bed2,cake,cake,b7bed2,Annual Salary TWD 1000000~1000000,market: no benchmark for this role family,software,ft,20,en
永豐商業銀行股份有限公司,2026 Turing Plan 儲備AI後端工程師 百萬年薪 熱烈開放申請中！,臺北市,https://www.yourator.co/companies/sinopac/jobs/35875,yourator,sqlite,35875,"NT$ 1,000,000 - (年薪)",market: no benchmark for this role family,software,ft,20,en
永豐商業銀行股份有限公司,2026 Turing Plan 儲備AI科學家 - 百萬年薪 熱烈開放申請中！,"中山區, 台北市, 台灣",https://www.cake.me/companies/bank-sinopac/jobs/7de15a,cake,sqlite,7de15a,Annual Salary TWD 1000000~1000000,market: no benchmark for this role family,other,ft,20,en
永豐商業銀行股份有限公司,2026 Turing Plan 儲備AI科學家 百萬年薪 開放申請中！,臺北市,https://www.yourator.co/companies/sinopac/jobs/30933,yourator,sqlite,30933,"NT$ 1,000,000 - (年薪)",market: no benchmark for this role family,other,ft,20,en
永豐商業銀行股份有限公司,數位科技處-數據工程師,臺北市,https://www.yourator.co/companies/sinopac/jobs/38451,yourator,sqlite,38451,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
永豐商業銀行股份有限公司,數位金融處-生成式人工智慧(GenAI)平台經營管理師,臺北市,https://www.yourator.co/companies/sinopac/jobs/42072,yourator,sqlite,42072,面議（經常性薪資達4萬元）,market: no benchmark for this role family,other,ft,20,zh
永豐商業銀行股份有限公司,資訊處-生成式AI IT培訓師/生成式AI優化工程師,臺北市,https://www.yourator.co/companies/sinopac/jobs/37466,yourator,sqlite,37466,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
永豐商業銀行股份有限公司,資訊處-生成式AI 開發工程師,臺北市,https://www.yourator.co/companies/sinopac/jobs/37468,yourator,sqlite,37468,面議（經常性薪資達4萬元）,market: no benchmark for this role family,software,ft,20,zh
永豐商業銀行股份有限公司,資訊處-生成式AI系統架構師/生成式AI系統分析師,臺北市,https://www.yourator.co/companies/sinopac/jobs/37467,yourator,sqlite,37467,面議（經常性薪資達4萬元）,market: no benchmark for this role family,analyst,ft,20,zh
沙拉互動有限公司 DigiSalad Limited,前端工程師 (Frontend Developer),"台北市, 台灣",https://www.cake.me/companies/digisalad-limited/jobs/website-front-end-engineer-frontend-developer,cake,sqlite,website-front-end-engineer-frontend-developer,Monthly Salary TWD 40000~70000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
沛思坦網路股份有限公司,AI Engineer,臺北市,https://www.yourator.co/companies/Pacston/jobs/40134,yourator,sqlite,40134,"NT$ 1,000,000 - (年薪)","market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,20,ai
沛思坦網路股份有限公司,AI Engineer,"北投區, 台北市, 台灣",https://www.cake.me/companies/pacston/jobs/ai-engineer-c6d,cake,cake,ai-engineer-c6d,Annual Salary TWD 1000000~1800000,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,20,ai
沛思坦網路股份有限公司,Data Platform PM / AI Platform PM,臺北市,https://www.yourator.co/companies/Pacston/jobs/40135,yourator,sqlite,40135,"NT$ 70,000 - (月薪)",market: no benchmark for this role family,other,ft,20,en
沛思坦網路股份有限公司,SDET 測試開發工程師,臺北市,https://www.yourator.co/companies/Pacston/jobs/43186,yourator,sqlite,43186,"NT$ 65,000 - (月薪)",market: no benchmark for this role family,software,ft,20,zh
沛思坦網路股份有限公司,Senior Frontend Engineer,臺北市,https://www.yourator.co/companies/Pacston/jobs/11849,yourator,sqlite,11849,"NT$ 70,000 - (月薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
沛思坦網路股份有限公司,人機互動前端工程師 HCI Frontend Engineer,臺北市,https://www.yourator.co/companies/Pacston/jobs/43018,yourator,sqlite,43018,"NT$ 1,000,000 - (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,zh
沛思坦網路股份有限公司,資深Python後端工程師,臺北市,https://www.yourator.co/companies/Pacston/jobs/12227,yourator,sqlite,12227,"NT$ 70,000 - (月薪)",market: no benchmark for this role family,software,later_senior,20,zh
沛思坦網路股份有限公司,軟體測試工程師,臺北市,https://www.yourator.co/companies/Pacston/jobs/42153,yourator,sqlite,42153,"NT$ 40,000 - 65,000 (月薪)",market: no benchmark for this role family,software,ft,20,zh
浪LIVE,研發中心 - AI 解決方案架構師,臺北市,https://www.yourator.co/companies/langlive/jobs/48092,yourator,sqlite,48092,"NT$ 1,400,000 - 2,000,000 (年薪)",market: no benchmark for this role family,other,ft,20,zh
浪LIVE,研發中心 - AI 資深工程師,臺北市,https://www.yourator.co/companies/langlive/jobs/47717,yourator,sqlite,47717,"NT$ 1,200,000 - 1,600,000 (年薪)",market: no benchmark for this role family,software,later_senior,20,zh
浪LIVE,研發中心 - DBA 主任工程師,臺北市,https://www.yourator.co/companies/langlive/jobs/47820,yourator,sqlite,47820,"NT$ 1,400,000 - 1,800,000 (年薪)",market: no benchmark for this role family,software,ft,20,zh
深智科技股份有限公司,資深後端工程師｜VMS / Video Analytics,"永和區, 新北市, 台灣, 中和區, 新北市, 台灣",https://www.cake.me/companies/nexretail/jobs/backend-engineer-senior-backend-engineer-iot-pet-health-platform,cake,sqlite,backend-engineer-senior-backend-engineer-iot-pet-health-platform,Monthly Salary TWD 50000~80000,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,later_senior,20,zh
源洋制服時裝有限公司,工讀生｜資訊處理／行銷助理／AI 工具應用,台中市沙鹿區經歷不拘學歷不拘時薪200元 1.協助主管文書處理 2.協助主管 資訊、伺服器相關處理 3.一日二至四小時協助處理事務 4.需懂Chat GPT,https://www.104.com.tw/job/8ia3h,104,sqlite,8ia3h,時薪200元,market: no benchmark for this role family,other,now_intern,70,zh
漸強實驗室 Crescendo Lab Ltd.,【TW】Senior Software Engineer (CAAC),臺北市,https://www.yourator.co/companies/CrescendoLab/jobs/48145,yourator,sqlite,48145,"NT$ 1,200,000 - 1,950,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
漸強實驗室 Crescendo Lab Ltd.,【TW】Senior/ Backend Engineer,臺北市,https://www.yourator.co/companies/CrescendoLab/jobs/41093,yourator,sqlite,41093,"NT$ 1,300,000 - 2,000,000 (年薪)","market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
燦通企業股份有限公司,"繪圖工程師-北區(兼職, 桃園蘆竹)",桃園市蘆竹區經歷不拘高中時薪210~230元 1.協助業務部於案前提供大樣圖,https://www.104.com.tw/job/91j1w,104,sqlite,91j1w,時薪210~230元,market: no benchmark for this role family,software,now_intern,70,zh
牧羊人集團暨汪喵星球,【台北｜擴大徵才】資深後端工程師 Senior Backend Engineer,"信義區, 台北市, 台灣",https://www.cake.me/companies/shepherdtech/jobs/041e6e85-3edc-4dd0-b40b-95e72ebd2fea-taipei-expanding-recruitmentse-e1497a0a578cc58a00091b9b7328e7,cake,sqlite,041e6e85-3edc-4dd0-b40b-95e72ebd2fea-taipei-expanding-recruitmentse-e1497a0a578cc58a00091b9b7328e7,Annual Salary TWD 1200000~1800000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
牧羊人集團暨汪喵星球,【新竹 | 擴大徵才】資深前端工程師 Senior Frontend Engineer,"台北市, 台灣, 新竹市, 台灣",https://www.cake.me/companies/shepherdtech/jobs/ceb238,cake,sqlite,ceb238,Annual Salary TWD 900000~1600000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,zh
牧羊人集團暨汪喵星球,【新竹｜擴大徵才】數據分析師,"新竹市, 台灣",https://www.cake.me/companies/shepherdtech/jobs/ca6cb429-14d7-439d-9a42-2982e78a8809-hsinchu-expanding-recruitmento-e78e664f1b9086f8824bab80ab0b4a,cake,cake,ca6cb429-14d7-439d-9a42-2982e78a8809-hsinchu-expanding-recruitmento-e78e664f1b9086f8824bab80ab0b4a,Monthly Salary TWD 40000~45000,market: no benchmark for this role family,analyst,ft,20,zh
物聯智慧股份有限公司,Senior Software engineer (Cloud service),"南港區, 台北市, 台灣",https://www.cake.me/companies/4ed/jobs/senior-software-engineer-cloud-service,cake,sqlite,senior-software-engineer-cloud-service,Monthly Salary TWD 50000~80000,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,later_senior,20,en
玩美行動股份有限公司,Data Analyst 數據分析師,"內湖區, 台北市, 台灣",https://www.cake.me/companies/meitu-740e16/jobs/data-analyst-88a,cake,cake,data-analyst-88a,Monthly Salary TWD 50000~65000,"market: ~NT$60,000-90,000/month for analyst roles in Taipei",analyst,ft,20,en
瑞嘉軟體科技股份有限公司,【ML】Machine Learning Engineer / 機器學習工程師 (OB03),"內湖區, 台北市, 台灣",https://www.cake.me/companies/onelab/jobs/618679,cake,cake,618679,Monthly Salary TWD 62162~105746,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,85,ai
瑞嘉軟體科技股份有限公司,【RD】Backend Development / 後端工程師 (OB01),"內湖區, 台北市, 台灣",https://www.cake.me/companies/onelab/jobs/e292ef20-171c-4639-b062-05a99d4deb39-rd-backend-development-backe-212d6c0cc7d106fffd5a6d972f1318,cake,sqlite,e292ef20-171c-4639-b062-05a99d4deb39-rd-backend-development-backe-212d6c0cc7d106fffd5a6d972f1318,Monthly Salary TWD 62162~89611,market: no benchmark for this role family,software,ft,20,en
瑞嘉軟體科技股份有限公司,【SRE】Site Reliability Engineer / 網站可靠性工程師 (OB03),"內湖區, 台北市, 台灣",https://www.cake.me/companies/onelab/jobs/9fb13997-3e3b-4d49-8e18-dd1985ae9b2c-sre-site-reliability-engineer-c80a63d948f7c0136e60f4804b0e47,cake,sqlite,9fb13997-3e3b-4d49-8e18-dd1985ae9b2c-sre-site-reliability-engineer-c80a63d948f7c0136e60f4804b0e47,Monthly Salary TWD 62162~154348,"market: ~NT$80,000-120,000/month for software engineers in Taipei",software,ft,20,en
瑞峰半導體股份有限公司,製程工程師（做二休二）,"湖口鄉, 新竹縣, 台灣",https://www.cake.me/companies/rayteksemiconductor/jobs/b7242355-46c7-4022-b98a-21ba23408e00-process-engineer-2-days-on-2-d-255e4415d83b61a3d9dcfa81909d83,cake,sqlite,b7242355-46c7-4022-b98a-21ba23408e00-process-engineer-2-days-on-2-d-255e4415d83b61a3d9dcfa81909d83,not stated,market: no benchmark for this role family,software,ft,10,zh
瑞立亞科技有限公司,半導體氣體管路測試工程師(無經驗可),"新北市, 台灣, 台北市, 台灣, 台南市, 台灣, 新竹市, 台灣, 嘉義市, 台灣, 高雄市, 台灣, 台中市, 台灣",https://www.cake.me/companies/c67/jobs/semiconductor-gas-pipeline-testing-personnel-no-experience-required,cake,sqlite,semiconductor-gas-pipeline-testing-personnel-no-experience-required,Monthly Salary TWD 42000~48000,market: no benchmark for this role family,software,ft,20,zh
環球晶圓股份有限公司,【環球晶圓中德分公司】【R&D Engineer】AI/ML Engineer,"新竹市, 台灣",https://www.cake.me/companies/20f/jobs/1ac0d240-c2c6-4c4c-8118-e36d0802309c-globalwafers-china-germany-bran-4200d7d43e217fe0c43fa72aebf301,cake,cake,1ac0d240-c2c6-4c4c-8118-e36d0802309c-globalwafers-china-germany-bran-4200d7d43e217fe0c43fa72aebf301,Monthly Salary TWD 0~0,"market: ~NT$122,000/month entry ML engineer (NT$1.47M/yr)",ml_research,ft,85,ai
環球晶圓股份有限公司,資訊整合工程師_新竹,"新竹市, 台灣",https://www.cake.me/companies/20f/jobs/db258735-4743-4f30-9d67-cb612c60bd31-information-integration-engineer-59c904b4d6af8e06042345b08b3ff3,cake,sqlite,db258735-4743-4f30-9d67-cb612c60bd31-information-integration-engineer-59c904b4d6af8e06042345b08b3ff3,Monthly Salary TWD 0~0,market: no benchmark for this role family,software,ft,20,zh
睿德電腦資訊有限公司,電腦設定/電腦安裝/工程師助理/計時工讀,桃園市八德區經歷不拘學歷不拘時薪200~220元 睿德電腦誠徵短期計時人員 工作內容︰公部門行政電腦設定/電腦教室拆線路,https://www.104.com.tw/job/953u7,104,sqlite,953u7,時薪200~220元,market: no benchmark for this role family,software,now_intern,70,zh
